review_idx,sentiment_label,overall,brand,category,aspect,aspect_sentiment,phrase
321,negative,1.0,EnGenius,,connectivity,negative,these units can't handle very many connections
321,negative,1.0,EnGenius,,performance,negative,we constant have to reboot them
322,neutral,3.0,,,price_value,positive,not a bad articulating arm for the money
322,neutral,3.0,,,build_quality,negative,clamp is poorly made
323,neutral,3.0,,,screen_display,negative,pinky drags on the surface
323,neutral,3.0,,,price_value,neutral,for the price it is ok
324,neutral,3.0,,,screen_display,positive,lights up well
324,neutral,3.0,,,screen_display,positive,adjusts very well for the amount of light
324,neutral,3.0,,,build_quality,negative,not built very strong
324,neutral,3.0,,,build_quality,negative,just be careful of how you handle it
324,neutral,3.0,,,price_value,positive,it is worth the money
325,negative,2.0,,,connectivity,negative,computer saw the usb 3 0 interface but will not recognize the drive
325,negative,2.0,,,build_quality,negative,after a closer exam i noticed that pins from the crystal oscil
326,positive,5.0,Apple,Home Audio & Theater,customer_service,negative,apple suppport is horrible or worse
327,negative,1.0,,,build_quality,negative,could not get the micro sd card out
328,positive,5.0,,,sound_audio,positive,these worked out great i bought 2 of them to run audio from my stereo in the living room to my garage and bedroom
329,positive,5.0,Logitech,Computers,battery_life,positive,battery life is pretty good
329,positive,5.0,Logitech,Computers,design,positive,the laser turns off
329,positive,5.0,Logitech,Computers,design,negative,a bit small
329,positive,5.0,Logitech,Computers,build_quality,positive,light weight
330,negative,1.0,,,software_app,negative,turning it on was not a simple press and release
330,negative,1.0,,,build_quality,negative,manual power button but finally even that gave out
331,neutral,3.0,,,build_quality,positive,build quality is top notch
331,neutral,3.0,,,sound_audio,negative,sound quality it's like listening
332,negative,2.0,SABRE,Tools & Home Improvement,build_quality,negative,you have to remove the screw to change it
332,negative,2.0,SABRE,Tools & Home Improvement,sound_audio,negative,chime sound is very high pitched
332,negative,2.0,SABRE,Tools & Home Improvement,performance,negative,there are better alarms out there
333,neutral,3.0,HUION,Computers,price_value,positive,great for the money
333,neutral,3.0,HUION,Computers,price_value,positive,light and transports well
333,neutral,3.0,HUION,Computers,screen_display,negative,touch single click only works randomly
333,neutral,3.0,HUION,Computers,screen_display,negative,don't rely on this is your primary tablet you will get frustrated
334,neutral,3.0,Bang & Olufsen,Home Audio & Theater,connectivity,negative,bluetooth functionality is awful
335,negative,1.0,Hawking Technology,Computers,connectivity,negative,router resets itself every 5 minutes
335,negative,1.0,Hawking Technology,Computers,customer_service,negative,phone support was useless
336,positive,5.0,,,battery_life,positive,needs tobe at least three hours
336,positive,5.0,,,price_value,positive,it can't be beat
336,positive,5.0,,,performance,positive,performed flawlessly
337,positive,5.0,TOPSKY,Computers,design,positive,looks rugged manly
337,positive,5.0,TOPSKY,Computers,build_quality,positive,protects his iPad
338,neutral,3.0,,,camera,negative,does not include any of the functions
338,neutral,3.0,,,connectivity,negative,no driver supports for macbook air
338,neutral,3.0,,,software_app,negative,you only have control of the focus
338,neutral,3.0,,,build_quality,negative,button on the device for taking
339,neutral,3.0,ExpertPower,Cell Phones & Accessories,build_quality,negative,the coiled cord was a bit short
339,neutral,3.0,ExpertPower,Cell Phones & Accessories,build_quality,negative,it developed a short in the wire
339,neutral,3.0,ExpertPower,Cell Phones & Accessories,build_quality,positive,stated execption
340,positive,4.0,,,camera,positive,image quality was decent
340,positive,4.0,,,customer_service,positive,easy to set up
341,neutral,3.0,Olympus,Home Audio & Theater,design,positive,it's not awkward
341,neutral,3.0,Olympus,Home Audio & Theater,build_quality,positive,receiver pivots forward and back
341,neutral,3.0,Olympus,Home Audio & Theater,connectivity,neutral,IR short range line of sight transmitter
342,negative,1.0,Amazon Basics,Cell Phones & Accessories,build_quality,negative,metal piece that inserts into the device is very fragile
342,negative,1.0,Amazon Basics,Cell Phones & Accessories,build_quality,negative,product is very cheaply made
343,negative,1.0,,,connectivity,negative,failed in june 2018
344,negative,1.0,,,performance,negative,this did not work for us
344,negative,1.0,,,customer_service,negative,had to contact amazon for a refund
345,neutral,3.0,,,design,negative,a bit to small for the computer
346,positive,5.0,,,camera,positive,brings my photography to another level
347,neutral,3.0,WoneNice,Computers,design,negative,ssd didn't fit well inside the unit
348,positive,5.0,Belkin,All Electronics,design,negative,very short cord the phone came with
348,positive,5.0,Belkin,All Electronics,delivery,positive,it changed out real easy
349,negative,1.0,,,software_app,negative,drive not recognized by Windows XP
349,negative,1.0,,,performance,negative,enclosure not working properly
350,positive,4.0,Computer Memory Solutions,Computers,performance,negative,not a dramatic improvement in performance
350,positive,4.0,Computer Memory Solutions,Computers,design,neutral,pivot lift out
351,neutral,3.0,,,price_value,positive,good price 10 inch tablet under 80 bucks
351,neutral,3.0,,,design,positive,10 inch tablet under 80 bucks large screen is great
351,neutral,3.0,,,battery_life,negative,tablet died i had only used it once or twice
351,neutral,3.0,,,customer_service,negative,3 attempts at getting neutab to rma have not gotten me anywhere
352,positive,4.0,,,price_value,positive,great deal for the price
352,positive,4.0,,,build_quality,negative,buttons on panel can be stiff and troublesome
353,negative,1.0,Seagate,All Electronics,software_app,negative,this drive is not compatible with arcserve d2d backup software
353,negative,1.0,Seagate,All Electronics,customer_service,negative,their tech support confirmed this
354,neutral,3.0,,,build_quality,positive,nice and sturdy
354,neutral,3.0,,,build_quality,negative,hinge on the back looks very flimsy
354,neutral,3.0,,,performance,positive,does a good job holding
354,neutral,3.0,,,build_quality,negative,won't hold it open enough
354,neutral,3.0,,,design,positive,conversion chart is nice
355,neutral,3.0,,,screen_display,negative,it marks that on the box why list it as a 20 screen
356,neutral,3.0,Drive Logic,Computers,build_quality,positive,quality carry
356,neutral,3.0,Drive Logic,Computers,price_value,negative,a waste
357,neutral,3.0,,,sound_audio,negative,has about half the noise canceling effectiveness
357,neutral,3.0,,,performance,negative,declining quality control
358,neutral,3.0,RCA,All Electronics,delivery,negative,it took a couple of days
358,neutral,3.0,RCA,All Electronics,customer_service,neutral,i had to call directv to activate it
358,neutral,3.0,RCA,All Electronics,connectivity,positive,hooked up to a mythtv dvr through a tv tuner card
359,positive,5.0,Loopilops,Cell Phones & Accessories,delivery,positive,they came promptly
359,positive,5.0,Loopilops,Cell Phones & Accessories,customer_service,positive,exactly what i needed
360,neutral,3.0,Fotasy,Camera & Photo,performance,negative,tough to get really tight
361,neutral,3.0,,,sound_audio,positive,sound fine
361,neutral,3.0,,,performance,positive,do as they should
362,negative,1.0,,,build_quality,negative,the notebook mac book pro keeps slipping off
362,negative,1.0,,,performance,negative,fan is loud and therefore not a feature
363,negative,1.0,HDE,Computers,delivery,negative,product was dead on arrival
363,negative,1.0,HDE,Computers,build_quality,negative,build quality is abysmal
364,negative,2.0,,,price_value,positive,very cheap tools
364,negative,2.0,,,build_quality,negative,the ball on the black screwdriver handle quickly broke off
364,negative,2.0,,,design,negative,accessing bits is cumbersome
365,neutral,3.0,,,battery_life,negative,seems like the original battery lasts longer both in use and in storage
367,neutral,3.0,,,delivery,negative,it was hard to get it setup for a4 paper
367,neutral,3.0,,,delivery,neutral,this copier printer is most likely fine and has been working ok
368,positive,5.0,Logisys,Computers,performance,positive,it works great
368,positive,5.0,Logisys,Computers,build_quality,positive,the case is completely clear
368,positive,5.0,Logisys,Computers,design,positive,the fans have blue leds
369,negative,1.0,,,sound_audio,positive,sound is decent for the price
369,negative,1.0,,,build_quality,negative,durability is lacking
370,positive,5.0,,,performance,positive,installs in seconds and bam better wireless coverage
371,negative,1.0,,,customer_service,negative,their customer service never answers any emails
372,negative,2.0,,,battery_life,negative,these just don't last
372,negative,2.0,,,build_quality,negative,always short out in one of the earbuds
372,negative,2.0,,,sound_audio,positive,sound quality is amazing
374,negative,2.0,eForCity,Cell Phones & Accessories,build_quality,negative,the first headset i used did not last a month
375,neutral,3.0,Wasabi Power,Camera & Photo,performance,neutral,"charger different, charges two batteries"
375,neutral,3.0,Wasabi Power,Camera & Photo,design,neutral,designed to accommodate this kind of battery
377,negative,1.0,,,performance,negative,stopped working after a little over a month
377,negative,1.0,,,customer_service,negative,customer services not good
380,negative,1.0,,,performance,negative,performance was well below cm 4228
381,negative,2.0,Belkin,Home Audio & Theater,design,negative,the way it is designed is limiting in its nature
381,negative,2.0,Belkin,Home Audio & Theater,connectivity,negative,it can only be used on a timer
382,negative,2.0,Logitech,All Electronics,sound_audio,negative,music not sound good
383,neutral,3.0,Audio-Technica,All Electronics,design,positive,small head you will be happy
383,neutral,3.0,Audio-Technica,All Electronics,design,negative,tmj you will not be happy
383,neutral,3.0,Audio-Technica,All Electronics,sound_audio,positive,lots of bass good sounding
384,neutral,3.0,Evecase,Computers,build_quality,negative,still breaking in the case
384,neutral,3.0,Evecase,Computers,camera,positive,camera shows without taking the tablet out
385,positive,4.0,Belkin,Computers,screen_display,positive,color on the edges seem to glow
385,positive,4.0,Belkin,Computers,screen_display,negative,apple on the laptop cover does show through
385,positive,4.0,Belkin,Computers,build_quality,positive,protective shield to prevent scratches
386,negative,1.0,Toshiba,All Electronics,connectivity,negative,does not have a qam tuner
387,negative,1.0,Incipio,Computers,build_quality,positive,the keyboard itself is wonderful
387,negative,1.0,Incipio,Computers,build_quality,positive,perfect tension
387,negative,1.0,Incipio,Computers,build_quality,negative,the holes are too small
387,negative,1.0,Incipio,Computers,build_quality,negative,include a single headphone adapter
388,positive,5.0,,,delivery,positive,ordered these skullcandy headphones tuesday and got them today
388,positive,5.0,,,sound_audio,positive,it has awesome sound
388,positive,5.0,,,design,positive,i love how it has a music button on the left headphone
389,negative,1.0,Philips,Home Audio & Theater,design,negative,they are not custom adjustable for head size
389,negative,1.0,Philips,Home Audio & Theater,build_quality,negative,if you try to widen them they contort and twist
389,negative,1.0,Philips,Home Audio & Theater,build_quality,negative,the result is the earbuds end up facing down or up instead of staying level
390,neutral,3.0,,,build_quality,positive,cases of good quality
390,neutral,3.0,,,screen_display,negative,screen protector to buckle
391,neutral,3.0,,,connectivity,negative,would not install on desktop running win7
391,neutral,3.0,,,design,positive,nice compact unit
392,negative,1.0,,,build_quality,positive,high quality headphones
392,negative,1.0,,,performance,positive,amazing very h
393,neutral,3.0,ProCare,All Electronics,price_value,neutral,about a 50 50 on the value
393,neutral,3.0,ProCare,All Electronics,design,negative,storage tray built in doesn't hold everything correctly
394,negative,1.0,,,design,negative,did not fit my hp notebook
395,neutral,3.0,SainSonic,All Electronics,build_quality,positive,the glass work fine
395,neutral,3.0,SainSonic,All Electronics,price_value,negative,they are cheap
395,neutral,3.0,SainSonic,All Electronics,design,negative,the nose piece gets pretty uncomfortable
395,neutral,3.0,SainSonic,All Electronics,battery_life,negative,one would charge and the other wouldn't
396,positive,5.0,BenQ,Computers,delivery,positive,arrived on time
396,positive,5.0,BenQ,Computers,screen_display,positive,screen resolution is amazing
396,positive,5.0,BenQ,Computers,performance,positive,it works great
396,positive,5.0,BenQ,Computers,price_value,positive,would definitely buy this again
397,negative,2.0,J-Tech Digital,Home Audio & Theater,build_quality,negative,as it always hot
397,negative,2.0,J-Tech Digital,Home Audio & Theater,connectivity,negative,switch between the inputs as you turn them on
397,negative,2.0,J-Tech Digital,Home Audio & Theater,performance,negative,mine just died and stopped to pass the signal
397,negative,2.0,J-Tech Digital,Home Audio & Theater,design,negative,good idea when it works bad implementation
398,negative,1.0,D-Link,Computers,connectivity,negative,wireless worked on and off then stopped working altogether
399,neutral,3.0,,,battery_life,negative,didn't hold a charge well
400,neutral,3.0,Supersonic,Home Audio & Theater,performance,positive,this unit was not bad it did exactly as advertized
401,positive,5.0,ESR,Computers,build_quality,positive,the case is high quality
401,positive,5.0,ESR,Computers,design,positive,color is great
402,negative,1.0,iMBAPrice,Computers,performance,negative,spotty connection after a few weeks
402,negative,1.0,iMBAPrice,Computers,build_quality,negative,not reliable and durable
403,negative,2.0,,,design,negative,clients commented on how much i looked
403,negative,2.0,,,connectivity,negative,Bluetooth connection is really rough
404,positive,4.0,,,design,positive,lighted love that i can sit in a dark room and effectively use
404,positive,4.0,,,connectivity,positive,use it with galaxy tab 4 10 1
404,positive,4.0,,,connectivity,positive,paring was easy no issues
405,neutral,3.0,Sony,Home Audio & Theater,design,positive,smaller design that does not
405,neutral,3.0,Sony,Home Audio & Theater,build_quality,positive,smaller case which is more
405,neutral,3.0,Sony,Home Audio & Theater,price_value,positive,cheaper sennheiser pxc 300
406,positive,4.0,,,performance,positive,similar performance to the much more expensive
406,positive,4.0,,,sound_audio,positive,don't make those typical annoying clicking noises
407,positive,4.0,Sony,Cell Phones & Accessories,design,positive,this product is a great answer to he tangled wire mess
407,positive,4.0,Sony,Cell Phones & Accessories,design,neutral,the only thing that would be nice is for a strap to be added
408,positive,5.0,,,design,positive,nice interface
408,positive,5.0,,,software_app,positive,applet driver that microsoft develop for it
408,positive,5.0,,,camera,positive,video is similar to logitech c720p it is easy to use
408,positive,5.0,,,performance,positive,easy to use
408,positive,5.0,,,delivery,negative,doesn't come in the box
409,negative,1.0,,,software_app,neutral,this tv has roku built in
409,negative,1.0,,,connectivity,negative,there is no rj45 plug for ethernet
409,negative,1.0,,,connectivity,neutral,you have to use wifi
409,negative,1.0,,,price_value,negative,i would never have purchased it
410,negative,2.0,Trisonic,All Electronics,performance,positive,high performance device
410,negative,2.0,Trisonic,All Electronics,price_value,negative,don't waste your money
411,positive,4.0,Panasonic,Office Products,sound_audio,positive,clean audio on speaker and mic
411,positive,4.0,Panasonic,Office Products,price_value,neutral,you can afford a spare
412,neutral,3.0,,,price_value,positive,got my 's worth
412,neutral,3.0,,,performance,positive,still working fine
413,positive,5.0,Canon,Camera & Photo,build_quality,negative,people complain about the build quality
413,positive,5.0,Canon,Camera & Photo,camera,positive,pictures came out pretty good
414,neutral,3.0,Anker,Computers,connectivity,negative,network works slow usually
415,neutral,3.0,Belkin,Amazon Devices,screen_display,negative,looks like it should be back lit but it's not
415,neutral,3.0,Belkin,Amazon Devices,design,negative,needs a mouse
416,positive,5.0,,,design,positive,considering you have to remove the cap to charge the pencil
417,negative,1.0,Numark,All Electronics,build_quality,negative,cheap plastic parts
417,negative,1.0,Numark,All Electronics,performance,negative,unsuitable for even light usage
418,neutral,3.0,PHILIPS,Home Audio & Theater,build_quality,negative,the cord didn't make so much noise
418,neutral,3.0,PHILIPS,Home Audio & Theater,sound_audio,positive,the sound quality is great with pretty good bass
419,negative,2.0,SAMSUNG,Computers,design,positive,perfect size as a writing instrument
419,negative,2.0,SAMSUNG,Computers,performance,negative,doesn't compensate for tilt
420,positive,5.0,JBL,All Electronics,sound_audio,positive,the sound quality is amazing
421,neutral,3.0,,,design,negative,lightweight camera
421,neutral,3.0,,,build_quality,negative,does not feel especially sturdy
421,neutral,3.0,,,performance,positive,has come in handy more than once
423,neutral,3.0,CaseCrown,Computers,build_quality,negative,velcro came off in 2 months
423,neutral,3.0,CaseCrown,Computers,build_quality,negative,stitching came undone very quickly
423,neutral,3.0,CaseCrown,Computers,design,positive,looks very nice
424,neutral,3.0,Jabra,Cell Phones & Accessories,sound_audio,negative,low pitched voices such as mine were difficult to hear
425,negative,1.0,LG,Computers,screen_display,negative,image quality is so bad its embarrassing
425,negative,1.0,LG,Computers,performance,negative,Trumotion 120hz i see it on every other retailer
425,negative,1.0,LG,Computers,build_quality,negative,screen is cheap
426,neutral,3.0,,,connectivity,negative,very directional so will not pick up close stations if not angled towards them
427,positive,5.0,Monster,Home Audio & Theater,connectivity,positive,everything works as expected
428,positive,5.0,Antec,All Electronics,design,positive,easy to setup and use
428,positive,5.0,Antec,All Electronics,design,positive,brushed metal look is nice
428,positive,5.0,Antec,All Electronics,performance,positive,there weren't really any issues
428,positive,5.0,Antec,All Electronics,price_value,positive,a good purchase
429,negative,2.0,Eton,Home Audio & Theater,build_quality,negative,broke after only a few months of use
430,neutral,3.0,,,build_quality,negative,when opening and closing the cover became bowed and doesn't lie flat
430,neutral,3.0,,,price_value,neutral,for the price i guess it serves the purpose
430,neutral,3.0,,,design,positive,if you're looking for beauty this is spot on
430,neutral,3.0,,,design,positive,i love the bright lime green color on the inside
431,positive,5.0,,,build_quality,positive,soak through these headphones 4 times a week and still perform and appear like new
431,positive,5.0,,,sound_audio,positive,great sound no complaints
431,positive,5.0,,,sound_audio,negative,crackling and skipping that occurs more often than not with these headphones
432,positive,4.0,SABRENT,Computers,price_value,positive,60 for the cost of the case
432,positive,4.0,SABRENT,Computers,build_quality,negative,screws on the sides of either cap don't seem to get very tight
433,positive,5.0,Edimax,Computers,performance,positive,works flawlessly with raspberry pi
433,positive,5.0,Edimax,Computers,performance,positive,raspbian both as a client and in access point mode
433,positive,5.0,Edimax,Computers,connectivity,positive,used it with my new tiddlybot
434,neutral,3.0,Case Logic,Home Audio & Theater,build_quality,positive,nice quality case
434,neutral,3.0,Case Logic,Home Audio & Theater,build_quality,negative,flimsy attachment
434,neutral,3.0,Case Logic,Home Audio & Theater,connectivity,negative,difficult to plug the player in
435,neutral,3.0,,,software_app,negative,it took like forever to run
435,neutral,3.0,,,performance,negative,it took like forever to run
436,neutral,3.0,,,build_quality,positive,fit snugly and are reasonably comfortable
436,neutral,3.0,,,build_quality,negative,earpieces get sweaty and cumbersome
436,neutral,3.0,,,sound_audio,positive,reasonably impressed with the bass
437,positive,5.0,Leafbook,,design,positive,turns on off when the front cover is opened or closed
437,positive,5.0,Leafbook,,build_quality,positive,doesn't add much thickness to the overall tablet size
438,positive,4.0,Rosewill,Computers,price_value,positive,nice cheap case
438,positive,4.0,Rosewill,Computers,performance,positive,not bad to work with
438,positive,4.0,Rosewill,Computers,build_quality,negative,the fit between the hdd bays and the ram is pretty close
438,positive,4.0,Rosewill,Computers,design,positive,there are some access holes
438,positive,4.0,Rosewill,Computers,design,negative,front panel was pretty hard to get
439,neutral,3.0,,,delivery,negative,case came crushed edges hold tablet place packaging
439,neutral,3.0,,,design,positive,great design works well holding tablet sturdy
440,negative,1.0,,,battery_life,negative,the battery is not charging anymore
441,neutral,3.0,Microsoft,Computers,build_quality,positive,it feels nice
441,neutral,3.0,Microsoft,Computers,performance,positive,works well
441,neutral,3.0,Microsoft,Computers,connectivity,negative,constantly disconnects or has a driver error
442,positive,5.0,,,build_quality,positive,lightweight and easy to carry
442,positive,5.0,,,build_quality,positive,case prevents accidental dropping
442,positive,5.0,,,design,positive,love the stand also
443,negative,2.0,,,battery_life,negative,stopped working
443,negative,2.0,,,build_quality,negative,micro catch things have been worn down
443,negative,2.0,,,customer_service,neutral,replaced it
444,positive,4.0,,,build_quality,positive,sturdy and well made
444,positive,4.0,,,build_quality,negative,magnetic hasp isn't strong enough
446,neutral,3.0,,,design,negative,i found the small medium one a bit too
448,negative,1.0,,,design,negative,hard to get on and take off the hood
448,negative,1.0,,,price_value,negative,don't wast your money on this one
450,positive,5.0,Opteka,Camera & Photo,battery_life,positive,great backup battery
450,positive,5.0,Opteka,Camera & Photo,battery_life,neutral,seems to outlast the original
450,positive,5.0,Opteka,Camera & Photo,price_value,positive,considerable savings
451,neutral,3.0,,,connectivity,positive,easy to pair
451,neutral,3.0,,,sound_audio,positive,has a nice loud sound
451,neutral,3.0,,,battery_life,negative,battery life is terrible
452,positive,5.0,Toshiba,All Electronics,price_value,positive,price was really good for a combo player
452,positive,5.0,Toshiba,All Electronics,performance,negative,this vcr does not have a tuner but it will record television programs
452,positive,5.0,Toshiba,All Electronics,design,neutral,keep our old vcr's with tuners even though the vcr's don't record anymore
453,neutral,3.0,iHome,All Electronics,design,positive,attractive and works just fine
453,neutral,3.0,iHome,All Electronics,performance,positive,works just fine two alarm times set
453,neutral,3.0,iHome,All Electronics,battery_life,negative,removable battery is problematic
454,neutral,3.0,,,design,negative,they do not offer you practically nothing different
454,neutral,3.0,,,design,positive,the color and the look
454,neutral,3.0,,,build_quality,negative,they come with a really short cord
454,neutral,3.0,,,build_quality,positive,they seems very well made
454,neutral,3.0,,,build_quality,positive,they came with two cords
454,neutral,3.0,,,price_value,negative,over price
454,neutral,3.0,,,sound_audio,positive,sound quality i am not an expert
455,negative,1.0,RAZ Entertainment,Computers,price_value,negative,the floss is more worth 15 than the card is
456,negative,2.0,,,design,negative,analog watchface sans date
456,negative,2.0,,,performance,negative,half of the features not present
456,negative,2.0,,,price_value,negative,cheap watch didn't have features
457,negative,1.0,LG,All Electronics,screen_display,negative,blue dots all over the screen
457,negative,1.0,LG,All Electronics,customer_service,neutral,they are processing a full credit
458,positive,5.0,,,build_quality,positive,so light i forget its on my keychain
458,positive,5.0,,,performance,positive,very fast speed too
460,neutral,3.0,,,design,positive,small and portable easy to use
460,neutral,3.0,,,performance,negative,doesn't spread the light as much
461,positive,4.0,Shark Week,Car Electronics,delivery,positive,system arrived on time and as described
461,positive,4.0,Shark Week,Car Electronics,sound_audio,positive,speakers sound great going down the road
461,positive,4.0,Shark Week,Car Electronics,customer_service,positive,system arrived on time and as described
462,positive,5.0,Audio-Technica,All Electronics,design,positive,great purchase very easy to setup
462,positive,5.0,Audio-Technica,All Electronics,build_quality,negative,dust cover has already started to become squeaky
463,neutral,3.0,Griffin Technology,All Electronics,connectivity,negative,does not hold radio stations as well as it advertises
464,positive,5.0,,,performance,neutral,seems to be working ok
465,neutral,3.0,,,design,negative,i did not find that to be the case for me
466,neutral,3.0,OEM,Home Audio & Theater,connectivity,negative,unable to program it for our samsung tv
466,neutral,3.0,OEM,Home Audio & Theater,customer_service,negative,called amazon because everything i did failed
467,negative,1.0,,,connectivity,negative,the charging bricks don't work
468,neutral,3.0,,,sound_audio,positive,good noise cancelling ability
468,neutral,3.0,,,battery_life,positive,single battery
468,neutral,3.0,,,price_value,positive,great price
468,neutral,3.0,,,design,negative,inside of the ear cup pressed against my ear
470,positive,5.0,GoPro,Camera & Photo,design,positive,this is a nice compact plug
470,positive,5.0,GoPro,Camera & Photo,connectivity,positive,2 outlets that can power your gopro phone
471,negative,2.0,Roku,All Electronics,price_value,positive,great concept and can save you hundreds
471,negative,2.0,Roku,All Electronics,price_value,positive,used to be a more reliable device and better value
471,negative,2.0,Roku,All Electronics,price_value,positive,great little device for about 10
471,negative,2.0,Roku,All Electronics,performance,negative,recent changes basically broke the product
472,positive,5.0,,,design,positive,very good high quality cable
472,positive,5.0,,,design,positive,so flat it is perfect for under rug
472,positive,5.0,,,build_quality,positive,protector over the end of the tab
473,positive,4.0,Microsoft,All Electronics,connectivity,positive,no issues with range or key errors
474,neutral,3.0,,,sound_audio,negative,it sounds like a 40 50 speaker
474,neutral,3.0,,,connectivity,neutral,usb power supply then this compromise
476,neutral,3.0,Grado,All Electronics,sound_audio,positive,decent sound
476,neutral,3.0,Grado,All Electronics,build_quality,positive,build quality is good
476,neutral,3.0,Grado,All Electronics,build_quality,negative,you better be fond of plastic
476,neutral,3.0,Grado,All Electronics,design,negative,headband is a really minimal affair
476,neutral,3.0,Grado,All Electronics,build_quality,negative,low quality foam
476,neutral,3.0,Grado,All Electronics,build_quality,negative,you simply can't wear these
477,positive,5.0,,,connectivity,positive,quicker than the computer
477,positive,5.0,,,performance,negative,it's too darn slow
477,positive,5.0,,,design,neutral,a bit chunky
477,positive,5.0,,,battery_life,positive,gets charged when in use
477,positive,5.0,,,customer_service,positive,it's oem
478,neutral,3.0,Skque,Computers,price_value,positive,okay for the price
478,neutral,3.0,Skque,Computers,build_quality,negative,fit to an ipad2 is quite loose
478,neutral,3.0,Skque,Computers,build_quality,negative,gap left to the back makes the hold flimsy
478,neutral,3.0,Skque,Computers,screen_display,neutral,using the touch screen
479,neutral,3.0,,,design,positive,it is a very cool design
479,neutral,3.0,,,build_quality,positive,it has carefully designed compartments
480,negative,1.0,,,camera,negative,camera water damaged within 6 months
481,positive,5.0,Hawking Technology,All Electronics,connectivity,positive,much better reception
481,positive,5.0,Hawking Technology,All Electronics,software_app,negative,the software is much less user friendly
482,neutral,3.0,,,connectivity,negative,it doesn't fit to well in to the port
482,neutral,3.0,,,connectivity,negative,it tends to fall out
482,neutral,3.0,,,delivery,negative,the last one i got from them however was a better fit
483,negative,2.0,,,build_quality,positive,cable pulls easily from the box and it seems to be sturdy
483,negative,2.0,,,price_value,negative,it was not worth the 60 bucks i saved
484,neutral,3.0,,,camera,positive,good quality image
484,neutral,3.0,,,design,neutral,smaller than 18 55 kit
484,neutral,3.0,,,performance,positive,1 to 1 1 2 stop faster
484,neutral,3.0,,,camera,negative,no image stabilization
485,neutral,3.0,Panda Wireless,All Electronics,performance,negative,started working only about 50 of the time
485,neutral,3.0,Panda Wireless,All Electronics,screen_display,negative,blue light does not come on whatsoever
485,neutral,3.0,Panda Wireless,All Electronics,customer_service,negative,panda wireless support got ah
486,positive,4.0,Panasonic,All Electronics,screen_display,positive,awesome picture
486,positive,4.0,Panasonic,All Electronics,performance,negative,youtube app is only 720p
486,positive,4.0,Panasonic,All Electronics,build_quality,negative,after a couple years if you get a buzzing sound
487,negative,2.0,SUNPAK,Camera & Photo,price_value,negative,got what you paid this is quite cheap
487,negative,2.0,SUNPAK,Camera & Photo,build_quality,negative,got what you paid this is quite cheap
487,negative,2.0,SUNPAK,Camera & Photo,camera,negative,the pad attach to the camera does not hold
488,negative,1.0,Klipsch,Home Audio & Theater,performance,negative,stopped working in one ear
488,negative,1.0,Klipsch,Home Audio & Theater,build_quality,negative,poorly constructed
489,neutral,3.0,,,build_quality,negative,don't expect amazing durable quality
489,neutral,3.0,,,price_value,negative,for the price you are paying
490,positive,5.0,,,build_quality,positive,the case is amazing well protected all around
491,neutral,3.0,Vantec,All Electronics,design,neutral,for a little bling
491,neutral,3.0,Vantec,All Electronics,performance,neutral,a tiny bit of extra airflow
492,negative,2.0,ChargerCity,Camera & Photo,build_quality,negative,broken too easily after only a about 30 days of use
493,negative,1.0,,,build_quality,negative,glue separated from woodear piece
493,negative,1.0,,,price_value,negative,don't bother buying
494,negative,1.0,Coby,All Electronics,screen_display,negative,terrible picture quality
494,negative,1.0,Coby,All Electronics,screen_display,negative,poor controls for adjustments
494,negative,1.0,Coby,All Electronics,customer_service,negative,amazons generous return attitude
495,neutral,3.0,,,battery_life,negative,about 1 3 miles on flat terrain i expected more
495,neutral,3.0,,,connectivity,negative,i will upgrade the antennas at some point to see if that helps
495,neutral,3.0,,,software_app,positive,i like the programing and scanning features
496,neutral,3.0,,,price_value,positive,cheaper than the apple brand mouse
496,neutral,3.0,,,build_quality,negative,the wire is very thin and fragile
497,positive,4.0,Wasabi Power,Camera & Photo,battery_life,positive,gave me the ability to use it for longer time with the two batteries
498,negative,2.0,,,performance,negative,will not backup windows xp computers
498,negative,2.0,,,customer_service,negative,support who confirmed that it will not backup
499,negative,2.0,,,battery_life,negative,won't charge or will stop almost quicker
500,positive,5.0,,,design,positive,i cant rave enough about these
501,negative,1.0,Garmin,Cell Phones & Accessories,screen_display,negative,display continually panning through options
501,negative,1.0,Garmin,Cell Phones & Accessories,performance,negative,faulty move sensor and over inflated step counts
501,negative,1.0,Garmin,Cell Phones & Accessories,software_app,negative,calories burned are not calculated by the heart rate
503,positive,5.0,,,performance,positive,super sharp fast lens
503,positive,5.0,,,design,positive,fixed lens no zoom
503,positive,5.0,,,price_value,positive,buy this one for about 100
504,neutral,3.0,,,screen_display,positive,great picture resolution
504,neutral,3.0,,,connectivity,negative,could not ever get it to work with my pc or tablet
504,neutral,3.0,,,delivery,negative,i sent it back
505,negative,2.0,,,connectivity,negative,did not work not compatible
506,positive,5.0,,,price_value,positive,it's not for the technically faint of heart
506,positive,5.0,,,delivery,negative,taken some time and a lot of patience
506,positive,5.0,,,software_app,negative,i've finally figured out how to use it its not intuitive
506,positive,5.0,,,design,positive,packed a lot of utility into a very small and cheap box
506,positive,5.0,,,price_value,positive,i'm as happy as i could be without spending 400
506,positive,5.0,,,price_value,positive,it's well worth the time
507,positive,5.0,,,design,positive,sleek design of this router
508,positive,5.0,Seagate,Computers,performance,negative,old drive was slowing down
